batter,date,venue,bowling_team,recent_wicket_rate,venue_wicket_rate,opponent_wicket_rate,career_wicket_rate,strike_rate,future_wicket
Tilak Varma,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0.6666666666666666,1.0,0.8,0.7297297297297297,30.37837837837838,1
SV Samson,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,0.6666666666666666,0.6,0.8695652173913043,0.8757763975155279,27.385093167701864,0
HH Pandya,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0.8333333333333334,0.5,0.5,0.6929133858267716,19.826771653543307,1
N Wadhera,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0.8333333333333334,1.0,1.0,0.9333333333333333,23.266666666666666,1
YBK Jaiswal,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,0.8333333333333334,0.8,0.8571428571428571,0.9411764705882353,30.686274509803923,1
RG Sharma,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0.8333333333333334,1.0,1.0714285714285714,0.924,26.248,1
JC Buttler,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,0.8333333333333334,1.0,0.9,0.9047619047619048,33.923809523809524,1
JJ Bumrah,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0.16666666666666666,0.0,0.0,0.32,2.68,0
Mohammad Nabi,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0.8333333333333334,1.0,1.0,0.8888888888888888,12.222222222222221,1
TH David,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0.6666666666666666,1.0,0.6,0.6470588235294118,19.38235294117647,1
PP Chawla,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,0.6666666666666666,0.0,0.6428571428571429,0.6705882352941176,7.329411764705882,1
Ishan Kishan,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,1.0,1.0,0.9090909090909091,0.9183673469387755,26.836734693877553,1
SA Yadav,2024-04-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,1.0,1.0,0.9285714285714286,0.8283582089552238,26.82089552238806,1
DJ Mitchell,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,0.8333333333333334,0.7142857142857143,1.0,0.8571428571428571,24.785714285714285,1
S Dube,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,0.8333333333333334,0.7142857142857143,1.0,0.8166666666666667,24.916666666666668,0
KL Rahul,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,1.0,0.75,0.8571428571428571,0.8677685950413223,38.29752066115702,1
N Pooran,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.5,1.0,0.7,0.7746478873239436,23.859154929577464,1
AM Rahane,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,1.0,1.0,1.0,0.9117647058823529,27.111764705882354,1
DJ Hooda,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.6666666666666666,0.5,0.7,0.8,15.31578947368421,1
D Padikkal,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,1.0,1.0,1.0,0.9841269841269841,24.746031746031747,0
MS Dhoni,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,0.0,0.36363636363636365,0.25,0.6519823788546255,22.986784140969164,0
RD Gaikwad,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,0.6666666666666666,0.7333333333333333,0.75,0.859375,37.1875,1
MP Stoinis,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.6666666666666666,0.5,0.625,0.7586206896551724,21.126436781609197,1
Q de Kock,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,1.0,1.0,0.8666666666666667,0.9433962264150944,29.69811320754717,1
RA Jadeja,2024-04-23,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,0.3333333333333333,0.8181818181818182,0.75,0.6368715083798883,16.29608938547486,1
WP Saha,2024-04-24,"Arun Jaitley Stadium, Delhi",Delhi Capitals,1.0,1.0,1.0,0.8450704225352113,20.654929577464788,1
DA Miller,2024-04-24,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.8333333333333334,0.25,0.7777777777777778,0.680327868852459,23.83606557377049,0
R Tewatia,2024-04-24,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.6666666666666666,1.0,0.875,0.640625,15.28125,0
AR Patel,2024-04-24,"Arun Jaitley Stadium, Delhi",Gujarat Titans,0.6666666666666666,0.6363636363636364,1.0,0.7027027027027027,14.765765765765765,0
PP Shaw,2024-04-24,"Arun Jaitley Stadium, Delhi",Gujarat Titans,1.0,1.0,1.0,0.9743589743589743,24.08974358974359,0
Rashid Khan,2024-04-24,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.6666666666666666,0.5,0.6666666666666666,0.631578947368421,9.24561403508772,0
T Stubbs,2024-04-24,"Arun Jaitley Stadium, Delhi",Gujarat Titans,0.5,0.5,0.0,0.5625,21.75,0
M Shahrukh Khan,2024-04-24,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.8333333333333334,1.0,0.8571428571428571,0.6944444444444444,15.305555555555555,1
Shubman Gill,2024-04-24,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.8333333333333334,1.0,1.0,0.8673469387755102,31.755102040816325,1
RR Pant,2024-04-24,"Arun Jaitley Stadium, Delhi",Gujarat Titans,0.6666666666666666,0.75,0.6666666666666666,0.8715596330275229,29.94495412844037,1
B Sai Sudharsan,2024-04-24,"Arun Jaitley Stadium, Delhi",Delhi Capitals,1.0,0.5,0.6666666666666666,0.8333333333333334,38.791666666666664,0
MK Lomror,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,1.0,1.0,0.75,0.8529411764705882,14.558823529411764,1
V Kohli,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.8333333333333334,1.0,0.9565217391304348,0.8930041152263375,32.84362139917695,0
KD Karthik,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.6666666666666666,1.0,0.75,0.8103448275862069,20.82758620689655,0
H Klaasen,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,0.8333333333333334,0.7,1.0,0.8064516129032258,31.516129032258064,1
Abdul Samad,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,0.6666666666666666,0.5,0.5,0.8157894736842105,15.131578947368421,1
B Kumar,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,0.6666666666666666,0.6,1.0,0.53125,4.78125,0
AK Markram,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,0.8333333333333334,0.7777777777777778,0.5,0.7804878048780488,23.78048780487805,1
Abhishek Sharma,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,1.0,0.9166666666666666,1.0,0.9,22.916666666666668,1
TM Head,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,1.0,0.8333333333333334,1.0,0.7916666666666666,32.166666666666664,1
PJ Cummins,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,0.6666666666666666,1.0,1.0,0.7368421052631579,12.921052631578947,1
C Green,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.6666666666666666,0.5,0.3333333333333333,0.7037037037037037,25.185185185185187,1
Shahbaz Ahmed,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,0.6666666666666666,0.6666666666666666,0.0,0.7777777777777778,14.666666666666666,1
F du Plessis,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,1.1666666666666667,1.0,0.8333333333333334,0.9051094890510949,33.24087591240876,1
JD Unadkat,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,0.16666666666666666,0.0,0.0,0.5,7.423076923076923,1
RM Patidar,2024-04-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,1.0,1.0,1.0,1.0,33.26086956521739,1
SS Iyer,2024-04-26,"Eden Gardens, Kolkata",Punjab Kings,0.8333333333333334,0.7142857142857143,1.0,0.9026548672566371,27.654867256637168,0
SP Narine,2024-04-26,"Eden Gardens, Kolkata",Punjab Kings,1.0,0.8333333333333334,0.5,0.7904761904761904,14.552380952380952,1
RR Rossouw,2024-04-26,"Eden Gardens, Kolkata",Kolkata Knight Riders,0.8333333333333334,1.0,1.0,0.9523809523809523,20.19047619047619,1
VR Iyer,2024-04-26,"Eden Gardens, Kolkata",Punjab Kings,0.8333333333333334,0.9230769230769231,1.0,0.8958333333333334,26.541666666666668,0
AD Russell,2024-04-26,"Eden Gardens, Kolkata",Punjab Kings,0.6666666666666666,0.8181818181818182,0.6,0.8058252427184466,23.92233009708738,0
Ramandeep Singh,2024-04-26,"Eden Gardens, Kolkata",Punjab Kings,0.5,0.25,0.0,0.5,12.75,1
P Simran Singh,2024-04-26,"Eden Gardens, Kolkata",Kolkata Knight Riders,0.8333333333333334,0.5,0.75,1.0303030303030303,20.757575757575758,1
PD Salt,2024-04-26,"Eden Gardens, Kolkata",Punjab Kings,0.8333333333333334,1.0,0.6666666666666666,0.95,32.35,1
JM Bairstow,2024-04-26,"Eden Gardens, Kolkata",Kolkata Knight Riders,1.0,1.0,0.8333333333333334,0.9591836734693877,32.142857142857146,1
Shashank Singh,2024-04-26,"Eden Gardens, Kolkata",Kolkata Knight Riders,0.5,0.0,0.5,0.5555555555555556,23.38888888888889,0
RK Singh,2024-04-26,"Eden Gardens, Kolkata",Punjab Kings,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.717948717948718,22.384615384615383,1
A Badoni,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,0.6666666666666666,0.5454545454545454,0.8,0.7647058823529411,18.0,1
T Stubbs,2024-04-27,"Arun Jaitley Stadium, Delhi",Mumbai Indians,0.3333333333333333,0.5,0.0,0.5625,21.75,1
PP Chawla,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.6666666666666666,1.0,0.6666666666666666,0.6705882352941176,7.329411764705882,1
JC Buttler,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.8333333333333334,1.0,1.2,0.9047619047619048,33.923809523809524,1
AR Patel,2024-04-27,"Arun Jaitley Stadium, Delhi",Mumbai Indians,0.6666666666666666,0.6363636363636364,0.7058823529411765,0.7027027027027027,14.765765765765765,1
YBK Jaiswal,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.8333333333333334,1.0,1.0,0.9411764705882353,30.686274509803923,1
Dhruv Jurel,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.6666666666666666,0.0,0.3333333333333333,0.6190476190476191,13.857142857142858,1
SA Yadav,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,1.0,1.0,0.9090909090909091,0.8283582089552238,26.82089552238806,1
Mohammad Nabi,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.8333333333333334,1.0,0.6666666666666666,0.8888888888888888,12.222222222222221,0
RG Sharma,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.8333333333333334,1.0,1.0833333333333333,0.924,26.248,1
MP Stoinis,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.7586206896551724,21.126436781609197,1
HH Pandya,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.8333333333333334,1.0,0.8333333333333334,0.6929133858267716,19.826771653543307,1
DJ Hooda,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,0.6666666666666666,1.1,0.8888888888888888,0.8,15.31578947368421,1
R Parag,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.8333333333333334,1.0,0.8,0.8070175438596491,20.473684210526315,1
N Wadhera,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,1.0,1.0,1.0,0.9333333333333333,23.266666666666666,1
N Pooran,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,0.6666666666666666,0.6428571428571429,0.7,0.7746478873239436,23.859154929577464,0
Tilak Varma,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.6666666666666666,1.0,1.0,0.7297297297297297,30.37837837837838,1
RR Pant,2024-04-27,"Arun Jaitley Stadium, Delhi",Mumbai Indians,0.6666666666666666,0.75,0.9375,0.8715596330275229,29.94495412844037,1
Q de Kock,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,1.0,1.0,0.9090909090909091,0.9433962264150944,29.69811320754717,1
Ishan Kishan,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,1.0,1.0,0.6,0.9183673469387755,26.836734693877553,1
TH David,2024-04-27,"Arun Jaitley Stadium, Delhi",Delhi Capitals,0.8333333333333334,0.5,0.6,0.6470588235294118,19.38235294117647,0
Abishek Porel,2024-04-27,"Arun Jaitley Stadium, Delhi",Mumbai Indians,0.8333333333333334,1.2,1.0,1.0,20.133333333333333,1
SV Samson,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.5,0.0,0.4,0.8757763975155279,27.385093167701864,1
KH Pandya,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,0.3333333333333333,0.6153846153846154,0.6363636363636364,0.6981132075471698,15.424528301886792,0
KL Rahul,2024-04-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,1.0,0.9166666666666666,0.9375,0.8677685950413223,38.29752066115702,1
MS Dhoni,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,0.0,0.36363636363636365,0.6,0.6519823788546255,22.986784140969164,1
Shahbaz Ahmed,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.6666666666666666,1.0,1.0,0.7777777777777778,14.666666666666666,1
RD Gaikwad,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,0.6666666666666666,0.7333333333333333,0.8571428571428571,0.859375,37.1875,1
Abdul Samad,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.6666666666666666,0.8,0.6666666666666666,0.8157894736842105,15.131578947368421,1
TM Head,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,1.0,1.0,1.0,0.7916666666666666,32.166666666666664,1
H Klaasen,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.8333333333333334,1.0,0.75,0.8064516129032258,31.516129032258064,0
WP Saha,2024-04-28,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,1.0,1.0,1.0,0.8450704225352113,20.654929577464788,0
M Shahrukh Khan,2024-04-28,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,0.8333333333333334,1.0,0.5,0.6944444444444444,15.305555555555555,0
DA Miller,2024-04-28,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,0.6666666666666666,0.5454545454545454,0.5,0.680327868852459,23.83606557377049,1
Abhishek Sharma,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,1.0,1.0,1.0,0.9,22.916666666666668,1
V Kohli,2024-04-28,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,0.6666666666666666,0.75,0.6,0.8930041152263375,32.84362139917695,1
AM Rahane,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,1.0,1.0,0.95,0.9117647058823529,27.111764705882354,1
Anmolpreet Singh,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,1.0,1.0,1.0,1.0,16.75,0
AK Markram,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.8333333333333334,1.0,1.0,0.7804878048780488,23.78048780487805,1
F du Plessis,2024-04-28,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,1.1666666666666667,1.0,1.0,0.9051094890510949,33.24087591240876,1
Shubman Gill,2024-04-28,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,1.0,0.8823529411764706,1.0,0.8673469387755102,31.755102040816325,1
B Kumar,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.5,0.3333333333333333,0.0,0.53125,4.78125,1
PJ Cummins,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.6666666666666666,1.0,1.0,0.7368421052631579,12.921052631578947,0
DJ Mitchell,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,1.0,0.7142857142857143,1.0,0.8571428571428571,24.785714285714285,0
S Dube,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,0.6666666666666666,0.7142857142857143,1.0,0.8166666666666667,24.916666666666668,1
JD Unadkat,2024-04-28,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.3333333333333333,0.5,0.6,0.5,7.423076923076923,0
B Sai Sudharsan,2024-04-28,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,0.8333333333333334,0.8181818181818182,0.5,0.8333333333333334,38.791666666666664,1
PD Salt,2024-04-29,"Eden Gardens, Kolkata",Delhi Capitals,0.8333333333333334,1.0,1.0,0.95,32.35,1
T Stubbs,2024-04-29,"Eden Gardens, Kolkata",Kolkata Knight Riders,0.3333333333333333,1.0,1.0,0.5625,21.75,1
RK Singh,2024-04-29,"Eden Gardens, Kolkata",Delhi Capitals,0.8333333333333334,0.5833333333333334,1.0,0.717948717948718,22.384615384615383,1
RR Pant,2024-04-29,"Eden Gardens, Kolkata",Kolkata Knight Riders,0.6666666666666666,1.0,1.0,0.8715596330275229,29.94495412844037,1
SS Iyer,2024-04-29,"Eden Gardens, Kolkata",Delhi Capitals,0.6666666666666666,0.7142857142857143,0.75,0.9026548672566371,27.654867256637168,1
J Fraser-McGurk,2024-04-29,"Eden Gardens, Kolkata",Kolkata Knight Riders,1.0,1.0,1.0,0.875,41.25,1
VR Iyer,2024-04-29,"Eden Gardens, Kolkata",Delhi Capitals,0.6666666666666666,0.9230769230769231,0.7142857142857143,0.8958333333333334,26.541666666666668,2
AR Patel,2024-04-29,"Eden Gardens, Kolkata",Kolkata Knight Riders,0.8333333333333334,1.0,0.5882352941176471,0.7027027027027027,14.765765765765765,1
Abishek Porel,2024-04-29,"Eden Gardens, Kolkata",Kolkata Knight Riders,1.0,1.0,1.0,1.0,20.133333333333333,2
SD Hope,2024-04-29,"Eden Gardens, Kolkata",Kolkata Knight Riders,0.8333333333333334,1.0,1.0,0.875,18.125,0
Kuldeep Yadav,2024-04-29,"Eden Gardens, Kolkata",Kolkata Knight Riders,0.3333333333333333,0.0,0.0,0.2903225806451613,5.709677419354839,0
SP Narine,2024-04-29,"Eden Gardens, Kolkata",Delhi Capitals,1.0,0.8333333333333334,1.0,0.7904761904761904,14.552380952380952,1
N Wadhera,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,1.0,1.0,1.0,0.9333333333333333,23.266666666666666,1
MP Stoinis,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,0.6666666666666666,0.8571428571428571,0.9230769230769231,0.7586206896551724,21.126436781609197,1
A Badoni,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,0.6666666666666666,0.5454545454545454,1.0,0.7647058823529411,18.0,1
KH Pandya,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,0.3333333333333333,0.6153846153846154,0.4,0.6981132075471698,15.424528301886792,1
Ishan Kishan,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,1.0,1.0,1.0,0.9183673469387755,26.836734693877553,1
TH David,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.6666666666666666,0.0,0.3333333333333333,0.6470588235294118,19.38235294117647,1
KL Rahul,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,1.0,0.9166666666666666,0.7058823529411765,0.8677685950413223,38.29752066115702,1
SA Yadav,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,1.0,1.0,1.0,0.8283582089552238,26.82089552238806,1
N Pooran,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,0.6666666666666666,0.6428571428571429,0.8571428571428571,0.7746478873239436,23.859154929577464,1
HH Pandya,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.8333333333333334,1.0,1.0,0.6929133858267716,19.826771653543307,1
DJ Hooda,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,0.8333333333333334,1.1,0.6923076923076923,0.8,15.31578947368421,1
Tilak Varma,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.6666666666666666,1.0,1.0,0.7297297297297297,30.37837837837838,1
RG Sharma,2024-04-30,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,0.8333333333333334,1.0,1.0,0.924,26.248,1
DJ Mitchell,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,0.8333333333333334,0.7142857142857143,0.5,0.8571428571428571,24.785714285714285,1
RD Gaikwad,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,0.6666666666666666,0.7333333333333333,1.0,0.859375,37.1875,1
RA Jadeja,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,0.5,0.8181818181818182,0.6666666666666666,0.6368715083798883,16.29608938547486,1
MS Dhoni,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,0.16666666666666666,0.36363636363636365,0.8333333333333334,0.6519823788546255,22.986784140969164,1
MM Ali,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,0.8333333333333334,0.75,1.0,0.8571428571428571,20.571428571428573,1
P Simran Singh,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.8333333333333334,1.0,1.0,1.0303030303030303,20.757575757575758,1
SM Curran,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.8333333333333334,0.5,0.4,0.7659574468085106,17.4468085106383,1
AM Rahane,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,1.0,1.0,1.0,0.9117647058823529,27.111764705882354,1
JM Bairstow,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,1.0,1.0,0.875,0.9591836734693877,32.142857142857146,1
S Dube,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,0.6666666666666666,0.7142857142857143,1.0,0.8166666666666667,24.916666666666668,1
RR Rossouw,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.8333333333333334,1.0,1.0,0.9523809523809523,20.19047619047619,1
Shashank Singh,2024-05-01,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,0.5,0.0,0.6666666666666666,0.5555555555555556,23.38888888888889,1
YBK Jaiswal,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.8333333333333334,1.0,1.0,0.9411764705882353,30.686274509803923,1
SV Samson,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.5,1.0,0.8181818181818182,0.8757763975155279,27.385093167701864,1
R Ashwin,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.6666666666666666,0.0,0.6666666666666666,0.6590909090909091,9.090909090909092,1
H Klaasen,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,0.8333333333333334,0.7,0.75,0.8064516129032258,31.516129032258064,1
TM Head,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,1.0,0.8333333333333334,1.0,0.7916666666666666,32.166666666666664,1
Abhishek Sharma,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,1.0,0.9166666666666666,0.8333333333333334,0.9,22.916666666666668,1
Nithish Kumar Reddy,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,0.6666666666666666,0.5,0.5,0.8,29.0,1
R Parag,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,1.0,1.0,0.7142857142857143,0.8070175438596491,20.473684210526315,1
SO Hetmyer,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.3333333333333333,0.5,0.7,0.609375,19.359375,1
JC Buttler,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.8333333333333334,1.0,1.0769230769230769,0.9047619047619048,33.923809523809524,1
R Powell,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,1.0,1.0,0.5,0.9047619047619048,16.857142857142858,1
Dhruv Jurel,2024-05-02,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,0.8333333333333334,1.0,1.0,0.6190476190476191,13.857142857142858,1
HH Pandya,2024-05-03,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,1.0,0.9,0.6428571428571429,0.6929133858267716,19.826771653543307,1
N Wadhera,2024-05-03,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,1.0,0.8,1.0,0.9333333333333333,23.266666666666666,1
Ramandeep Singh,2024-05-03,"Wankhede Stadium, Mumbai",Mumbai Indians,0.5,0.3333333333333333,1.0,0.5,12.75,0
