batter,date,venue,bowling_team,recent_form,venue_performance,opponent_performance,overall_average,future_runs
SO Hetmyer,2021-05-02,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,16.8,23.428571428571427,31.2,19.123076923076923,28.0
YBK Jaiswal,2021-05-02,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,20.0,16.0,38.0,30.903846153846153,49.0
V Shankar,2021-05-02,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,11.6,18.5,17.625,19.224137931034484,4.0
M Shahrukh Khan,2021-05-02,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,10.8,12.833333333333334,6.714285714285714,14.945945945945946,22.0
CH Gayle,2021-05-02,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,23.4,19.666666666666668,30.5,35.43971631205674,14.0
Sandeep Sharma,2021-05-02,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,2.2,8.0,8.0,2.16,0.0
SV Samson,2021-05-02,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,30.8,58.666666666666664,34.82608695652174,27.27777777777778,4.0
JM Bairstow,2021-05-02,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,36.2,18.5,26.571428571428573,31.78,8.0
S Dhawan,2021-05-02,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,38.8,30.5,80.5,30.6289592760181,42.0
DA Miller,2021-05-02,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,8.0,25.0,18.2,23.772357723577237,7.0
RR Pant,2021-05-02,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,27.4,26.0,13.5,29.972727272727273,35.0
SPD Smith,2021-05-02,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,20.8,14.0,16.5,26.827956989247312,39.0
MK Pandey,2021-05-02,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,38.6,23.333333333333332,27.357142857142858,24.424050632911392,17.0
KA Pollard,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,27.2,25.666666666666668,25.347826086956523,20.458333333333332,21.0
SS Tiwary,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,22.2,50.0,19.4,20.465753424657535,5.0
SA Yadav,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,15.8,12.625,22.666666666666668,26.622222222222224,5.0
Anmolpreet Singh,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,15.444444444444445,16.0,8.0,15.444444444444445,8.0
DJ Bravo,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,13.0,8.5,17.61111111111111,14.181818181818182,4.0
AF Milne,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,3.8333333333333335,7.5,15.0,3.8333333333333335,1.0
MS Dhoni,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,8.0,15.25,21.333333333333332,22.99561403508772,11.0
RD Chahar,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,3.2,0.0,6.0,5.863636363636363,0.0
AT Rayudu,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,22.6,24.916666666666668,24.142857142857142,23.502702702702702,32.0
Ishan Kishan,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,11.2,40.857142857142854,23.8,26.707070707070706,14.0
SN Thakur,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,3.2,0.6666666666666666,9.285714285714286,8.771428571428572,3.0
F du Plessis,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,50.2,29.615384615384617,28.1,33.1231884057971,31.0
JJ Bumrah,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,2.0,2.3333333333333335,3.0,2.6153846153846154,5.0
Q de Kock,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,26.0,30.625,25.933333333333334,29.53271028037383,55.0
SK Raina,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,13.0,3.0,24.235294117647058,27.68,17.0
KH Pandya,2021-09-19,Dubai International Cricket Stadium,Chennai Super Kings,15.8,11.4,13.9,15.392523364485982,12.0
RD Gaikwad,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,52.8,44.625,29.75,36.61538461538461,38.0
MM Ali,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,24.8,10.0,24.2,20.385964912280702,23.0
RA Jadeja,2021-09-19,Dubai International Cricket Stadium,Mumbai Indians,24.6,22.555555555555557,13.478260869565217,16.43888888888889,22.0
V Kohli,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,26.4,5.0,31.032258064516128,32.84426229508197,53.0
VR Iyer,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,27.06122448979592,37.333333333333336,22.2,27.06122448979592,53.0
HV Patel,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,10.4,12.0,8.166666666666666,6.72972972972973,3.0
D Padikkal,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,36.2,31.5,21.571428571428573,24.359375,70.0
KA Jamieson,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,11.8,4.0,7.5,9.285714285714286,2.0
YS Chahal,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,2.4,2.0,1.0,2.176470588235294,5.0
AB de Villiers,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,31.6,9.5,24.857142857142858,30.476470588235294,12.0
Shubman Gill,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,22.2,23.333333333333332,26.0,32.484848484848484,13.0
GJ Maxwell,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,27.0,25.0,24.0,21.65625,11.0
PWH de Silva,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,5.142857142857143,0.0,3.0,5.142857142857143,1.0
Mohammed Siraj,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,6.0,8.0,8.0,5.45,14.0
KS Bharat,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,24.875,14.0,12.5,24.875,32.0
DJ Hooda,2021-09-21,Dubai International Cricket Stadium,Rajasthan Royals,4.0,8.4,25.22222222222222,15.270833333333334,13.0
R Tewatia,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,17.2,14.333333333333334,13.142857142857142,15.584615384615384,9.0
R Parag,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,11.0,9.625,20.0,20.224137931034484,2.0
Kartik Tyagi,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,2.1666666666666665,1.3333333333333333,1.0,2.1666666666666665,1.0
AK Markram,2021-09-21,Dubai International Cricket Stadium,Rajasthan Royals,23.69047619047619,19.0,22.5,23.69047619047619,27.0
CH Morris,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,10.6,7.0,3.5,12.612244897959183,14.0
E Lewis,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,26.4,33.333333333333336,36.0,25.153846153846153,6.0
MA Agarwal,2021-09-21,Dubai International Cricket Stadium,Rajasthan Royals,48.8,31.9,30.23076923076923,22.05785123966942,5.0
KL Rahul,2021-09-21,Dubai International Cricket Stadium,Rajasthan Royals,44.6,55.63636363636363,44.5625,38.4344262295082,21.0
YBK Jaiswal,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,29.8,38.666666666666664,36.833333333333336,30.903846153846153,5.0
LS Livingstone,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,19.0,11.666666666666666,25.0,24.076923076923077,1.0
FA Allen,2021-09-21,Dubai International Cricket Stadium,Rajasthan Royals,4.666666666666667,0.0,0.0,4.666666666666667,8.0
C Sakariya,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,2.857142857142857,4.5,7.0,2.857142857142857,2.0
MK Lomror,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,22.0,25.0,14.6,15.057142857142857,19.0
SV Samson,2021-09-21,Dubai International Cricket Stadium,Punjab Kings,31.4,22.6,32.285714285714285,27.27777777777778,70.0
N Pooran,2021-09-21,Dubai International Cricket Stadium,Rajasthan Royals,12.0,31.11111111111111,20.0,24.569444444444443,8.0
JO Holder,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,15.0,5.666666666666667,10.5,9.592592592592593,47.0
Sandeep Sharma,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,2.2,2.5,1.0,2.16,2.0
B Kumar,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,4.4,4.0,4.0,4.707692307692308,3.0
Abdul Samad,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,12.8,15.2,22.8,14.846153846153847,1.0
KM Jadhav,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,9.4,10.666666666666666,16.25,14.91358024691358,12.0
MK Pandey,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,29.8,32.9,20.833333333333332,24.424050632911392,13.0
PP Shaw,2021-09-22,Dubai International Cricket Stadium,Sunrisers Hyderabad,41.2,24.09090909090909,25.22222222222222,23.949367088607595,10.0
DA Warner,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,27.6,33.72727272727273,26.0,35.69021739130435,2.0
Rashid Khan,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,7.8,10.0,9.777777777777779,9.39655172413793,3.0
RR Pant,2021-09-22,Dubai International Cricket Stadium,Sunrisers Hyderabad,33.0,29.0,33.8125,29.972727272727273,24.0
SS Iyer,2021-09-22,Dubai International Cricket Stadium,Sunrisers Hyderabad,30.4,24.615384615384617,26.944444444444443,27.464912280701753,43.0
KS Williamson,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,30.0,26.75,30.25,28.05263157894737,1.0
S Dhawan,2021-09-22,Dubai International Cricket Stadium,Sunrisers Hyderabad,38.2,27.666666666666668,31.5,30.6289592760181,8.0
WP Saha,2021-09-22,Dubai International Cricket Stadium,Delhi Capitals,24.6,25.0,24.0,20.517482517482517,31.0
Ishan Kishan,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,13.8,49.0,28.555555555555557,26.707070707070706,9.0
AF Milne,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,4.6,1.0,1.0,3.8333333333333335,0.0
RG Sharma,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,37.8,19.666666666666668,32.42424242424242,26.41434262948207,43.0
Q de Kock,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,36.6,41.0,30.333333333333332,29.53271028037383,24.0
VR Iyer,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,27.06122448979592,37.333333333333336,60.333333333333336,27.06122448979592,18.0
SA Yadav,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,12.0,29.0,37.25,26.622222222222224,8.0
SS Tiwary,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,19.0,25.0,19.5,20.465753424657535,45.0
KH Pandya,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,18.0,10.5,13.0,15.392523364485982,5.0
EJG Morgan,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,18.0,7.5,14.666666666666666,19.0,8.0
N Rana,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,10.2,21.0,23.454545454545453,26.099009900990097,37.0
Shubman Gill,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,24.8,23.333333333333332,36.666666666666664,32.484848484848484,9.0
RA Tripathi,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,35.6,59.5,22.7,24.043010752688172,45.0
KA Pollard,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,31.0,16.333333333333332,15.45,20.458333333333332,7.0
GJ Maxwell,2021-09-24,Sharjah Cricket Stadium,Chennai Super Kings,13.6,46.666666666666664,27.142857142857142,21.65625,56.0
MS Dhoni,2021-09-24,Sharjah Cricket Stadium,Royal Challengers Bangalore,10.2,14.333333333333334,27.06451612903226,22.99561403508772,1.0
D Padikkal,2021-09-24,Sharjah Cricket Stadium,Chennai Super Kings,30.0,31.0,30.0,24.359375,0.0
MM Ali,2021-09-24,Sharjah Cricket Stadium,Royal Challengers Bangalore,24.2,20.0,19.75,20.385964912280702,32.0
SK Raina,2021-09-24,Sharjah Cricket Stadium,Royal Challengers Bangalore,12.8,11.0,24.20689655172414,27.68,11.0
RD Gaikwad,2021-09-24,Sharjah Cricket Stadium,Royal Challengers Bangalore,47.6,20.75,30.666666666666668,36.61538461538461,40.0
TH David,2021-09-24,Sharjah Cricket Stadium,Chennai Super Kings,18.82857142857143,1.0,12.6,18.82857142857143,12.0
AT Rayudu,2021-09-24,Sharjah Cricket Stadium,Royal Challengers Bangalore,29.0,22.0,30.333333333333332,23.502702702702702,10.0
F du Plessis,2021-09-24,Sharjah Cricket Stadium,Royal Challengers Bangalore,37.4,33.833333333333336,29.454545454545453,33.1231884057971,43.0
AB de Villiers,2021-09-24,Sharjah Cricket Stadium,Chennai Super Kings,18.8,22.285714285714285,21.28,30.476470588235294,11.0
PWH de Silva,2021-09-24,Sharjah Cricket Stadium,Chennai Super Kings,5.142857142857143,1.0,2.5,5.142857142857143,4.0
V Kohli,2021-09-24,Sharjah Cricket Stadium,Chennai Super Kings,22.6,35.625,32.90625,32.84426229508197,51.0
HV Patel,2021-09-24,Sharjah Cricket Stadium,Chennai Super Kings,10.0,7.0,7.571428571428571,6.72972972972973,1.0
KM Jadhav,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,11.0,16.0,12.0,14.91358024691358,12.0
LS Livingstone,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,19.0,1.0,22.285714285714285,24.076923076923077,4.0
N Pooran,2021-09-25,Sharjah Cricket Stadium,Sunrisers Hyderabad,13.6,8.8,34.42857142857143,24.569444444444443,2.0
CH Gayle,2021-09-25,Sharjah Cricket Stadium,Sunrisers Hyderabad,23.2,39.333333333333336,26.625,35.43971631205674,1.0
WP Saha,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,23.0,34.8,21.2,20.517482517482517,18.0
PP Shaw,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,32.6,10.0,18.333333333333332,23.949367088607595,6.0
DJ Hooda,2021-09-25,Sharjah Cricket Stadium,Sunrisers Hyderabad,4.0,13.0,15.166666666666666,15.270833333333334,28.0
KS Williamson,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,27.0,5.75,11.5,28.05263157894737,51.0
R Ashwin,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,9.2,6.0,7.571428571428571,8.98876404494382,9.0
Lalit Yadav,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,14.523809523809524,14.0,27.25,14.523809523809524,0.0
SO Hetmyer,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,19.6,28.0,24.666666666666668,19.123076923076923,4.0
R Tewatia,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,15.2,9.0,16.0,15.584615384615384,0.0
AR Patel,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,14.6,12.0,9.916666666666666,14.758928571428571,0.0
R Parag,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,10.8,2.0,20.666666666666668,20.224137931034484,0.0
YBK Jaiswal,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,24.0,27.5,21.166666666666668,30.903846153846153,36.0
Harpreet Brar,2021-09-25,Sharjah Cricket Stadium,Sunrisers Hyderabad,9.708333333333334,10.5,9.5,9.708333333333334,14.0
Abdul Samad,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,9.2,13.0,12.333333333333334,14.846153846153847,18.0
MK Pandey,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,24.8,18.5,6.5,24.424050632911392,69.0
DA Miller,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,9.0,7.0,25.22222222222222,23.772357723577237,15.0
B Kumar,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,5.0,2.0,3.3333333333333335,4.707692307692308,2.0
RR Pant,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,29.4,24.0,36.36363636363637,29.972727272727273,39.0
KL Rahul,2021-09-25,Sharjah Cricket Stadium,Sunrisers Hyderabad,48.0,38.57142857142857,35.15384615384615,38.4344262295082,21.0
Rashid Khan,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,5.0,7.666666666666667,2.0,9.39655172413793,17.0
AK Markram,2021-09-25,Sharjah Cricket Stadium,Sunrisers Hyderabad,23.69047619047619,23.5,27.0,23.69047619047619,42.0
SS Iyer,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,37.6,43.0,33.27272727272727,27.464912280701753,1.0
DA Warner,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,20.8,27.166666666666668,32.57142857142857,35.69021739130435,4.0
JO Holder,2021-09-25,Sharjah Cricket Stadium,Punjab Kings,19.2,26.0,19.666666666666668,9.592592592592593,5.0
NT Ellis,2021-09-25,Sharjah Cricket Stadium,Sunrisers Hyderabad,3.8,12.0,6.0,3.8,6.0
S Dhawan,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,34.2,8.0,28.291666666666668,30.6289592760181,24.0
SV Samson,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,41.2,49.0,26.2,27.27777777777778,82.0
MA Agarwal,2021-09-25,Sharjah Cricket Stadium,Sunrisers Hyderabad,45.4,43.8,17.0,22.05785123966942,40.0
MK Lomror,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,24.2,19.0,20.166666666666668,15.057142857142857,29.0
EJG Morgan,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,13.8,7.5,10.818181818181818,19.0,0.0
JJ Bumrah,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,2.0,2.3333333333333335,1.75,2.6153846153846154,1.0
AT Rayudu,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,25.6,6.0,21.285714285714285,23.502702702702702,17.0
D Padikkal,2021-09-26,Dubai International Cricket Stadium,Mumbai Indians,23.2,22.7,21.714285714285715,24.359375,22.0
AD Russell,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,27.6,20.0,24.692307692307693,23.923076923076923,25.0
HH Pandya,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,5.4,13.6,19.933333333333334,19.796875,40.0
KS Bharat,2021-09-26,Dubai International Cricket Stadium,Mumbai Indians,24.875,51.333333333333336,32.0,24.875,44.0
RD Chahar,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,3.2,0.0,1.0,5.863636363636363,0.0
Shubman Gill,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,24.4,23.333333333333332,30.133333333333333,32.484848484848484,30.0
DL Chahar,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,1.6,1.0,1.0,6.666666666666667,1.0
RA Tripathi,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,43.0,59.5,23.0,24.043010752688172,9.0
RG Sharma,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,37.6,22.875,25.580645161290324,26.41434262948207,8.0
V Kohli,2021-09-26,Dubai International Cricket Stadium,Mumbai Indians,31.2,27.75,26.875,32.84426229508197,25.0
Q de Kock,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,40.8,30.625,33.72727272727273,29.53271028037383,27.0
AB de Villiers,2021-09-26,Dubai International Cricket Stadium,Mumbai Indians,20.2,28.833333333333332,32.958333333333336,30.476470588235294,4.0
MM Ali,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,25.6,26.5,26.833333333333332,20.385964912280702,17.0
KD Karthik,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,23.4,26.0,23.451612903225808,20.78540772532189,12.0
SM Curran,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,13.8,4.0,19.833333333333332,18.395833333333332,26.0
VR Iyer,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,27.06122448979592,37.333333333333336,19.333333333333332,27.06122448979592,14.0
TA Boult,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,1.6,0.0,2.5,3.772727272727273,1.0
N Rana,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,15.8,21.0,25.818181818181817,26.099009900990097,36.0
SA Yadav,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,7.0,12.625,25.0,26.622222222222224,0.0
RD Gaikwad,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,49.0,70.5,40.875,36.61538461538461,45.0
SP Narine,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,2.0,0.0,9.461538461538462,14.471698113207546,21.0
DT Christian,2021-09-26,Dubai International Cricket Stadium,Mumbai Indians,2.2,1.0,11.222222222222221,11.21951219512195,0.0
KA Pollard,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,29.2,25.666666666666668,23.166666666666668,20.458333333333332,15.0
GJ Maxwell,2021-09-26,Dubai International Cricket Stadium,Mumbai Indians,20.4,21.0,24.27777777777778,21.65625,50.0
SN Thakur,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,3.4,3.0,13.333333333333334,8.771428571428572,0.0
MS Dhoni,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,6.8,1.0,19.857142857142858,22.99561403508772,14.0
RA Jadeja,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,27.8,27.0,17.576923076923077,16.43888888888889,32.0
Shahbaz Ahmed,2021-09-26,Dubai International Cricket Stadium,Mumbai Indians,5.0,1.0,4.0,14.486486486486486,8.0
F du Plessis,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,36.0,34.0,27.055555555555557,33.1231884057971,41.0
KH Pandya,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,18.4,11.4,12.846153846153847,15.392523364485982,13.0
SK Raina,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,10.2,7.0,36.04347826086956,27.68,2.0
Ishan Kishan,2021-09-26,Dubai International Cricket Stadium,Royal Challengers Bangalore,13.2,40.857142857142854,26.25,26.707070707070706,50.0
Abhishek Sharma,2021-09-27,Dubai International Cricket Stadium,Rajasthan Royals,9.6,15.4,18.166666666666668,22.57377049180328,18.0
E Lewis,2021-09-27,Dubai International Cricket Stadium,Sunrisers Hyderabad,18.0,33.333333333333336,8.4,25.153846153846153,58.0
WP Saha,2021-09-27,Dubai International Cricket Stadium,Rajasthan Royals,15.0,25.0,10.466666666666667,20.517482517482517,44.0
R Tewatia,2021-09-27,Dubai International Cricket Stadium,Sunrisers Hyderabad,11.2,14.333333333333334,14.428571428571429,15.584615384615384,2.0
R Parag,2021-09-27,Dubai International Cricket Stadium,Sunrisers Hyderabad,5.8,9.625,22.375,20.224137931034484,9.0
SV Samson,2021-09-27,Dubai International Cricket Stadium,Sunrisers Hyderabad,49.2,22.6,34.82608695652174,27.27777777777778,19.0
YBK Jaiswal,2021-09-27,Dubai International Cricket Stadium,Sunrisers Hyderabad,26.8,38.666666666666664,38.0,30.903846153846153,31.0
MK Lomror,2021-09-27,Dubai International Cricket Stadium,Sunrisers Hyderabad,20.6,25.0,16.5,15.057142857142857,3.0
PK Garg,2021-09-27,Dubai International Cricket Stadium,Rajasthan Royals,6.2,14.75,7.5,14.368421052631579,7.0
JJ Roy,2021-09-27,Dubai International Cricket Stadium,Rajasthan Royals,17.8,35.0,35.0,29.238095238095237,2.0
LS Livingstone,2021-09-27,Dubai International Cricket Stadium,Sunrisers Hyderabad,11.0,11.666666666666666,39.25,24.076923076923077,6.0
KS Williamson,2021-09-27,Dubai International Cricket Stadium,Rajasthan Royals,23.2,26.75,27.625,28.05263157894737,11.0
KL Rahul,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,40.2,21.0,53.0,38.4344262295082,67.0
EJG Morgan,2021-09-28,Sharjah Cricket Stadium,Delhi Capitals,12.4,15.714285714285714,12.2,19.0,2.0
Mandeep Singh,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,22.4,15.0,11.083333333333334,17.587628865979383,0.0
RR Pant,2021-09-28,Sharjah Cricket Stadium,Kolkata Knight Riders,25.6,22.8,24.4375,29.972727272727273,26.0
VR Iyer,2021-09-28,Sharjah Cricket Stadium,Delhi Capitals,27.06122448979592,33.25,17.714285714285715,27.06122448979592,67.0
SS Tiwary,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,21.2,25.0,45.0,20.465753424657535,15.0
Harpreet Brar,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,16.2,14.0,13.333333333333334,9.708333333333334,3.0
KA Pollard,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,29.0,16.333333333333332,13.666666666666666,20.458333333333332,6.0
K Rabada,2021-09-28,Sharjah Cricket Stadium,Kolkata Knight Riders,7.8,1.0,11.333333333333334,7.357142857142857,4.0
N Pooran,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,12.2,2.0,25.625,24.569444444444443,12.0
S Dhawan,2021-09-28,Sharjah Cricket Stadium,Kolkata Knight Riders,37.8,26.0,29.258064516129032,30.6289592760181,8.0
SS Iyer,2021-09-28,Sharjah Cricket Stadium,Kolkata Knight Riders,35.4,32.833333333333336,32.857142857142854,27.464912280701753,33.0
TG Southee,2021-09-28,Sharjah Cricket Stadium,Delhi Capitals,12.6,3.0,4.0,6.315789473684211,1.0
Avesh Khan,2021-09-28,Sharjah Cricket Stadium,Kolkata Knight Riders,4.555555555555555,5.0,5.0,4.555555555555555,7.0
AK Markram,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,23.69047619047619,42.0,24.2,23.69047619047619,18.0
DJ Hooda,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,9.4,28.0,15.571428571428571,15.270833333333334,3.0
Lalit Yadav,2021-09-28,Sharjah Cricket Stadium,Kolkata Knight Riders,13.6,0.0,6.75,14.523809523809524,48.0
HH Pandya,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,12.0,25.0,14.5,19.796875,17.0
Shubman Gill,2021-09-28,Sharjah Cricket Stadium,Delhi Capitals,28.6,40.0,28.583333333333332,32.484848484848484,7.0
N Rana,2021-09-28,Sharjah Cricket Stadium,Delhi Capitals,18.6,21.571428571428573,30.6,26.099009900990097,31.0
AR Patel,2021-09-28,Sharjah Cricket Stadium,Kolkata Knight Riders,12.8,10.2,9.529411764705882,14.758928571428571,9.0
SPD Smith,2021-09-28,Sharjah Cricket Stadium,Kolkata Knight Riders,26.8,36.333333333333336,22.25,26.827956989247312,9.0
